date,close,india_vix,dir_1d,dir_5d,dir_21d,macd,macd_signal,macd_hist,ema20,rsi14,stoch_k,stoch_d,roc10,bb_upper,bb_lower,bb_width,atr14,log_ret_lag1,log_ret_lag2,log_ret_lag3,log_ret_lag5
2016-05-23,16407.359375,16.15999984741211,1.0,1.0,1.0,0.02384579764442082,0.1594457944814571,-0.4328323295516685,-1.7260972291509464,-0.5147598981523014,-1.0063690607511127,-0.7265676123492095,-0.4896884221632341,-1.7702426087349399,-1.6181737434252559,-0.5286320634232349,-1.0562677162910927,-0.3427592157931119,-0.5045238560802552,-0.8136421995408741,-0.675727952098808
2016-05-24,16456.458984375,16.219999313354492,1.0,1.0,1.0,-0.01579200090734422,0.12396558860959996,-0.45371740500415386,-1.727157632710668,-0.3909955835728219,-0.7989761437963415,-0.8900962423717409,-0.5497289854583643,-1.777455953748281,-1.6179258197893127,-0.5757842580898318,-1.0946540488029093,0.16398120920508208,-0.12418969061897245,-0.31863800458856856,-0.6315200078511977
2016-05-25,16997.251953125,15.520000457763672,1.0,1.0,1.0,0.036351893933480046,0.10662010033682041,-0.21976885939265783,-1.7213172590842127,0.6573904785749182,1.2247176517518226,-0.20599544069605324,0.16396725336045384,-1.7740710734783878,-1.619801873029157,-0.5424481639751125,-0.9991233438448422,2.1515132706386533,1.613691240945596,1.1254636933978819,0.3920740089817629
2016-05-26,17359.099609375,15.329999923706056,1.0,1.0,1.0,0.1315169660097736,0.11288981581195266,0.0848811877315476,-1.7114833357187043,1.1248728965097894,1.1367221842038717,0.5580129445673296,0.3993788131627601,-1.7554643634973217,-1.6306755400893713,-0.3560595035584367,-0.945405973000363,1.3883160216945365,2.4667448411639095,2.1122193051327787,1.3127671609236256
2016-05-27,17511.59765625,15.260000228881836,1.0,1.0,1.0,0.2262029907522595,0.13795028167467324,0.32729294297986505,-1.700668506766254,1.2911286374520772,1.2477345159500106,1.2876618150646795,0.8563807058678741,-1.735264534944298,-1.6422209559646674,-0.15618990291911466,-0.9667225424625652,0.553994235277946,1.3536756458505688,2.3345363562885866,1.7245082290123703
2016-05-30,17520.447265625,15.979999542236328,1.0,1.0,1.0,0.29672217036635407,0.17292731299060066,0.45522248213943617,-1.6907723888985564,1.3007760973126155,0.9685209229803384,1.1963281168288988,0.8403814305053487,-1.7170156285338787,-1.6482398068658115,-0.00478832170124942,-0.9968484800215199,-0.004177707870262769,0.3834575509559475,1.105739291813722,1.873466923100652
2016-05-31,17620.6953125,16.049999237060547,0.0,1.0,1.0,0.36195472522577066,0.21471843707766156,0.5431282951061387,-1.6805582662765417,1.412256173101587,1.22157958158948,1.226579634727099,0.9327151330358565,-1.6990736054101274,-1.6505356268671907,0.1198575764718353,-1.0233806774229486,0.3480267038493755,0.23994995612087117,0.5127487042403154,1.9544376078354202
2016-06-01,17423.24609375,15.84000015258789,1.0,1.0,1.0,0.37523256432176816,0.2509622074923878,0.4715641631286269,-1.6737995909855676,0.8739211672261048,0.7133425269979637,1.0360697992088643,0.7299165057425168,-1.6907482549523276,-1.643883433551522,0.12774178355281052,-1.020401245327798,-0.801614228721758,-0.3156628453110864,-0.2599815793424999,0.6552112605974807
2016-06-02,17567.595703125,15.09000015258789,1.0,1.0,1.0,0.4016961770581995,0.28555947618598293,0.4503233204796609,-1.6658695856157428,1.0603801682257852,1.0763860331298105,1.0745235275909648,1.1281466432360627,-1.6808435799171104,-1.637043895496392,0.14392829422462564,-1.0272603311904336,0.5204152644530874,-0.1955513523115157,0.03904936287583219,0.27337893847794764
2016-06-03,17680.595703125,15.0,0.0,1.0,1.0,0.4332322085071585,0.3199133564395308,0.44718346615016125,-1.6572739870290794,1.198744101623685,1.1445794138118544,1.047073098689591,1.384781557519396,-1.670323333026815,-1.6295463657979652,0.1595008518245362,-1.0491572644333405,0.39585869871491364,0.6387862663638546,0.06631478053759886,0.20380732141034447
2016-06-06,17671.1953125,15.359999656677246,1.0,0.0,1.0,0.4490300541533449,0.35074080817966075,0.40169045985382895,-1.6496152148805967,1.1717479832003876,1.122483888637668,1.192931298515039,1.4740135005182138,-1.6589762549673743,-1.6282448700413954,0.21933216988635912,-1.0926170791536824,-0.07441551403532179,0.22433873784961403,0.4808359966140612,0.1729062484422439
2016-06-07,17947.94140625,14.869999885559082,0.0,0.0,1.0,0.4975604501016182,0.3856764811782946,0.45468893546980166,-1.6392061181252902,1.4954554168741125,1.2296086981967387,1.2475549181108505,1.7590378868506007,-1.6415311433087854,-1.6309432039023193,0.3405845285068243,-1.0692099690826202,1.0140707130071478,0.6550771103197283,0.762231786684505,0.46593183751863787
2016-06-08,17946.591796875,15.140000343322754,0.0,0.0,1.0,0.5272128050855777,0.4199023172914912,0.44553162127054835,-1.6298053335459772,1.4913570702365786,1.2269005483331046,1.2769022626099185,1.030324815334651,-1.626689457020215,-1.6305292133937082,0.4258125239891142,-1.1042239276888588,-0.04348923760450383,0.6766249509769805,0.5117926190048243,0.7994683892497693
2016-06-09,17887.4921875,15.670000076293944,0.0,0.0,1.0,0.5326058103334043,0.4484246661441845,0.37195327398069017,-1.6220429644895453,1.3044244917859296,1.1083102346953253,1.2718493790767216,0.4978492186079415,-1.6149362226320918,-1.6299371478643616,0.49120263928311847,-1.123522298683499,-0.26179980431603345,-0.21233608085213954,0.4049789485292394,0.45533342495463547
2016-06-10,17828.392578125,15.970000267028809,0.0,0.0,1.0,0.5189307437908489,0.46834758244861796,0.2610155256116785,-1.6157629713823864,1.116093740106939,0.9015595810215463,1.1549004265344043,0.23912166368553345,-1.606594233458085,-1.6238035490952316,0.5010558310307662,-1.1259292875736768,-0.26253914441621673,-0.36495880278003456,-0.3227201794629216,0.1656717611944879
2016-06-13,17593.744140625,16.579999923706055,1.0,1.0,1.0,0.462715844973354,0.4723854220559113,0.05608867357114552,-1.6130314796474097,0.43510982550225613,0.3033365034880128,0.8256514147387175,-0.052264613101327184,-1.603467635973168,-1.6156276510815761,0.46748958612855107,-1.1087021230445961,-0.9357233736220438,-0.8345141247426013,-0.8313156590993278,-0.21326002028143884
2016-06-14,17672.1953125,17.190000534057617,1.0,0.0,1.0,0.4233173144836656,0.46727516545915027,-0.061927159339394,-1.6095737058975639,0.5708896467343219,0.18554499688990317,0.4966871762945857,-0.07868148108046584,-1.600014074821061,-1.6070819788308346,0.4336648231545792,-1.1399044257441864,0.26293656069618915,-0.4683896484141477,-0.5322029795091232,-0.5437209574417812
2016-06-15,17917.69140625,17.059999465942383,0.0,0.0,1.0,0.423954722474117,0.46332189717826994,-0.0470013281368429,-1.6033584416100348,0.9532214029864968,0.7307816751624954,0.43580514320281416,0.454677780643949,-1.5939271519739968,-1.5975574930313623,0.4092019896204711,-1.1267845482782743,0.8959901250100314,0.807854217754637,0.12818729886178676,-0.1303976786942666
2016-06-16,17671.095703125,17.700000762939453,1.0,1.0,1.0,0.3781466477388835,0.4504618766312694,-0.16190368200016866,-1.600835735772666,0.31611236500050993,-0.44146936567980544,0.17028311712148997,-0.016477440702079973,-1.5960254346280358,-1.5805806731813192,0.29078323535083805,-1.0881571007974002,-0.9769967936141961,-0.05606764506861635,0.10466043075647972,-0.4450480864950363
2016-06-17,17695.845703125,17.350000381469727,1.0,0.0,1.0,0.3393745867857514,0.4319659532759539,-0.2346101500225932,-1.5982420877435508,0.35819633924413297,-0.32578825859813293,-0.012006319119984663,-0.12184699020237655,-1.6024246099718782,-1.5576551042759572,0.111224667828696,-1.0882394867229164,0.05639752560387854,-0.6410526363748511,-0.013071917038776342,-0.304732124898325
2016-06-20,17718.39453125,17.520000457763672,0.0,0.0,1.0,0.3062088883483592,0.4101481546082205,-0.2774642994625845,-1.59561193086924,0.3984470955924428,-0.22039539391553292,-0.35109932710860425,-0.08395583261749721,-1.6161159297889138,-1.5258142025792174,-0.16435096415431452,-1.058041576097896,0.047851585085841614,0.07300906489323793,-0.49653181853528233,0.12799098005177023
2016-06-21,17618.89453125,17.260000228881836,1.0,0.0,1.0,0.25851626389805765,0.3825975573034326,-0.35142078078604905,-1.5944833515544632,0.13400662468590174,-0.6854568143044789,-0.4380804377295781,-0.5240474523085844,-1.6401945819174863,-1.4850960361403804,-0.5528335035805987,-1.082725852179918,-0.4198065907311708,-0.2587854995792145,-0.17891965033369742,-0.17238138481320747
2016-06-22,17625.845703125,18.18000030517578,1.0,1.0,1.0,0.21681681242100187,0.35172945441647685,-0.39421855813029805,-1.5933748538050967,0.14847482205019322,-0.8924461220147464,-0.6400930026378067,-0.5143853003434563,-1.6512361675387492,-1.465147226507106,-0.7377087808534455,-1.0877916987691616,-0.011680524951972127,-0.300264415541007,-0.2177258194517178,-0.5717104430068036
2016-06-23,17892.2421875,18.020000457763672,0.0,1.0,1.0,0.2213093802093715,0.32798603267274185,-0.30230597210321203,-1.589022329016278,0.6554075028161387,0.5026389970643244,-0.3823324715158489,-0.13435511702875538,-1.6505934781229572,-1.4586938324330117,-0.7721395244000436,-1.0746550920729294,0.9775919874290561,0.6733711258806332,0.312249157719296,0.2882095038620903
2016-06-24,17425.84765625,18.6299991607666,1.0,1.0,1.0,0.1460783404261159,0.2930651526718629,-0.4465017716024589,-1.5909486506836739,-0.4288489207409807,-0.518844708974944,-0.32293553923039015,-0.6130000084924491,-1.6494609338720136,-1.4610243366226658,-0.7515560945487287,-0.8673524695663968,-1.8272838147653052,-0.5916479744047483,-0.49004759930692343,-0.5405147648117716
2016-06-27,17514.74609375,18.530000686645508,1.0,1.0,1.0,0.09704136218554259,0.25474749540145397,-0.4903222004363288,-1.5915737279317448,-0.2572217951146122,-0.25526630667348776,-0.09578201835847737,-0.23399772211536032,-1.6494123793407158,-1.4611513131742224,-0.7505129587877649,-0.8794528913441109,0.3062443946442416,-1.059408488261671,-0.3088225481201091,-0.4268350316516497
2016-06-28,17561.345703125,17.729999542236328,1.0,1.0,1.0,0.06239768863067749,0.21675942754449695,-0.48607030274314705,-1.5915533429694202,-0.166663636035693,-0.11710132951138101,-0.31671839113510725,-0.2713437016852588,-1.6492824356758262,-1.4620804282132687,-0.7442261851847954,-0.9266400460096295,0.141562580309196,0.3123825352902411,-0.7853799450407646,-0.17986106330767865
2016-06-29,17689.6953125,16.15999984741211,1.0,1.0,1.0,0.052351241369924195,0.1842421762318227,-0.41549354482840756,-1.589921065719403,0.0784833386175069,0.26344737220318526,-0.03783259420405413,-0.4065303903032592,-1.6508521352728875,-1.4568776630761144,-0.7844399613636104,-0.9637888177300714,0.45480730059789953,0.4158935361127933,0.5154683172468791,0.02536992443375602
2016-06-30,17935.19140625,16.290000915527344,1.0,1.0,1.0,0.0802128293615326,0.1641265739153355,-0.25550496325877714,-1.5853574411221951,0.49447879262903977,1.2092582483406262,0.48426791975628813,0.17321571731204735,-1.647343343373844,-1.4556342678009235,-0.7708208527282632,-0.9629186776381432,0.8950720994821216,0.9409002594144545,0.8511146424389783,-0.010934641696550925
